Area,Family Size,Number of Adults,Number of Workers,Number of Children,Age of Adults,Yearly Cost,Hourly Wage,Child Care,Food,Health Care,Housing,Transport,Other,Taxes
Wright County                   ,5,2,1.5,3,19-50,86567,27.75,962,1257,596,1894,922,863,720
Wright County                   ,5,1,1,4,19-50,100329,48.24,1924,1254,582,1894,837,862,1008
Wright County                   ,5,2,2,3,19-50,102654,24.68,1924,1257,596,1894,922,863,1099
Yellow Medicine County          ,5,2,1.5,3,19-50,58724,18.82,389,1319,559,1021,836,641,129
Yellow Medicine County          ,5,1,1,4,19-50,61814,29.72,778,1316,546,1021,762,640,88
Yellow Medicine County          ,5,2,1,3,19-50,51492,24.76,0,1319,559,1021,836,641,-85
Yellow Medicine County          ,5,2,2,3,19-50,65317,15.7,778,1319,559,1021,836,641,289
Aitkin County                   ,6,2,1.5,4,19-50,72907,23.37,719,1552,570,1015,1141,703,376
Aitkin County                   ,6,2,1,4,19-50,61152,29.4,0,1552,570,1015,1141,703,115
Aitkin County                   ,6,2,2,4,19-50,84553,20.33,1438,1552,570,1015,1141,703,627
Anoka County                    ,6,2,2,4,19-50,109763,26.39,2074,1560,607,1894,879,945,1188
Anoka County                    ,6,2,1,4,19-50,74598,35.86,0,1560,607,1894,879,945,331
Anoka County                    ,6,2,1.5,4,19-50,92218,29.56,1037,1560,607,1894,879,945,763
Becker County                   ,6,2,2,4,19-50,70654,16.98,777,1553,570,1016,939,703,330
Becker County                   ,6,2,1.5,4,19-50,64758,20.76,389,1553,570,1016,939,703,226
Becker County                   ,6,2,1,4,19-50,57664,27.72,0,1553,570,1016,939,703,24
Beltrami County                 ,6,2,1.5,4,19-50,64316,20.61,358,1555,570,1067,872,718,220
Beltrami County                 ,6,2,2,4,19-50,69655,16.74,716,1555,570,1067,872,718,307
Beltrami County                 ,6,2,1,4,19-50,57599,27.69,0,1555,570,1067,872,718,18
Benton County                   ,6,2,1.5,4,19-50,68337,21.9,488,1522,570,1195,902,744,274
Benton County                   ,6,2,2,4,19-50,76274,18.34,977,1522,570,1195,902,744,446
Benton County                   ,6,2,1,4,19-50,60074,28.88,0,1522,570,1195,902,744,73
Big Stone County                ,6,2,1,4,19-50,57553,27.67,0,1582,570,1082,819,729,14
Big Stone County                ,6,2,2,4,19-50,68590,16.49,652,1582,570,1082,819,729,282
Big Stone County                ,6,2,1.5,4,19-50,63811,20.45,326,1582,570,1082,819,729,210
Blue Earth County               ,6,2,1.5,4,19-50,69255,22.2,406,1547,570,1386,759,803,300
Blue Earth County               ,6,2,2,4,19-50,75608,18.18,812,1547,570,1386,759,803,424
Blue Earth County               ,6,2,1,4,19-50,62147,29.88,0,1547,570,1386,759,803,114
Brown County                    ,6,2,1,4,19-50,53140,25.55,0,1566,570,954,744,690,-96
Brown County                    ,6,2,2,4,19-50,65842,15.83,737,1566,570,954,744,690,226
Brown County                    ,6,2,1.5,4,19-50,60037,19.24,369,1566,570,954,744,690,110
Carlton County                  ,6,2,2,4,19-50,75225,18.08,891,1547,570,1176,917,745,423
Carlton County                  ,6,2,1,4,19-50,60451,29.06,0,1547,570,1176,917,745,83
Carlton County                  ,6,2,1.5,4,19-50,68138,21.84,446,1547,570,1176,917,745,277
Carver County                   ,6,2,1,4,19-50,74927,36.02,0,1583,607,1894,872,952,336
Carver County                   ,6,2,1.5,4,19-50,91844,29.44,993,1583,607,1894,872,952,753
Carver County                   ,6,2,2,4,19-50,108664,26.12,1986,1583,607,1894,872,952,1161
Cass County                     ,6,2,2,4,19-50,69508,16.71,750,1553,570,949,976,685,309
Cass County                     ,6,2,1,4,19-50,56905,27.36,0,1553,570,949,976,685,9
Cass County                     ,6,2,1.5,4,19-50,63831,20.46,375,1553,570,949,976,685,211
Central Minnesota               ,6,2,2,4,19-50,91584,22.02,1441,1541,587,1494,954,831,784
Central Minnesota               ,6,2,1,4,19-50,67368,32.39,0,1541,587,1494,954,831,207
Central Minnesota               ,6,2,1.5,4,19-50,79608,25.52,721,1541,587,1494,954,831,506
Chippewa County                 ,6,2,1.5,4,19-50,64490,20.67,365,1574,570,1065,857,722,221
Chippewa County                 ,6,2,1,4,19-50,57684,27.73,0,1574,570,1065,857,722,19
Chippewa County                 ,6,2,2,4,19-50,69945,16.81,729,1574,570,1065,857,722,312
Chisago County                  ,6,2,2,4,19-50,98557,23.69,1294,1542,607,1894,1006,941,929
Chisago County                  ,6,2,1,4,19-50,76304,36.68,0,1542,607,1894,1006,941,369
Chisago County                  ,6,2,1.5,4,19-50,87560,28.06,647,1542,607,1894,1006,941,660
Clay County                     ,6,2,1.5,4,19-50,69376,22.24,493,1561,570,1287,804,780,286
Clay County                     ,6,2,1,4,19-50,61103,29.38,0,1561,570,1287,804,780,90
Clay County                     ,6,2,2,4,19-50,77418,18.61,986,1561,570,1287,804,780,463
Clearwater County               ,6,2,1,4,19-50,61173,29.41,0,1555,570,1082,1059,722,110
Clearwater County               ,6,2,1.5,4,19-50,67478,21.63,341,1555,570,1082,1059,722,294
Clearwater County               ,6,2,2,4,19-50,72423,17.41,683,1555,570,1082,1059,722,364
Cook County                     ,6,2,1,4,19-50,54304,26.11,0,1547,570,1057,714,713,-76
Cook County                     ,6,2,2,4,19-50,65509,15.75,645,1547,570,1057,714,713,213
Cook County                     ,6,2,1.5,4,19-50,60564,19.41,322,1547,570,1057,714,713,124
Cottonwood County               ,6,2,1,4,19-50,53834,25.88,0,1575,570,941,789,689,-78
Cottonwood County               ,6,2,2,4,19-50,66202,15.91,713,1575,570,941,789,689,240
Cottonwood County               ,6,2,1.5,4,19-50,60553,19.41,357,1575,570,941,789,689,125
Crow Wing County                ,6,2,2,4,19-50,75849,18.23,1041,1542,570,1065,947,714,442
Crow Wing County                ,6,2,1,4,19-50,58597,28.17,0,1542,570,1065,947,714,45
Crow Wing County                ,6,2,1.5,4,19-50,67396,21.6,520,1542,570,1065,947,714,258
Dakota County                   ,6,2,1,4,19-50,74034,35.59,0,1567,607,1894,834,948,319
Dakota County                   ,6,2,1.5,4,19-50,96302,30.87,1313,1567,607,1894,834,948,862
Dakota County                   ,6,2,2,4,19-50,118283,28.43,2626,1567,607,1894,834,948,1381
Dodge County                    ,6,2,1,4,19-50,67408,32.41,0,1542,570,1491,969,830,215
Dodge County                    ,6,2,1.5,4,19-50,75242,24.12,446,1542,570,1491,969,830,422
Dodge County                    ,6,2,2,4,19-50,82200,19.76,891,1542,570,1491,969,830,557
Douglas County                  ,6,2,1.5,4,19-50,64330,20.62,383,1550,570,1044,887,710,217
Douglas County                  ,6,2,2,4,19-50,70142,16.86,766,1550,570,1044,887,710,318
Douglas County                  ,6,2,1,4,19-50,57285,27.54,0,1550,570,1044,887,710,13
EDR  1 - Northwest              ,6,2,2,4,19-50,69648,16.74,728,1570,570,1088,813,728,307
EDR  1 - Northwest              ,6,2,1.5,4,19-50,64008,20.52,364,1570,570,1088,813,728,201
EDR  1 - Northwest              ,6,2,1,4,19-50,57264,27.53,0,1570,570,1088,813,728,3
EDR  2 - Headwaters             ,6,2,2,4,19-50,72828,17.51,883,1557,570,1042,930,712,375
EDR  2 - Headwaters             ,6,2,1,4,19-50,58128,27.95,0,1557,570,1042,930,712,33
EDR  2 - Headwaters             ,6,2,1.5,4,19-50,66096,21.18,441,1557,570,1042,930,712,256
EDR  3 - Arrowhead              ,6,2,2,4,19-50,79200,19.04,1232,1554,570,1132,869,735,508
EDR  3 - Arrowhead              ,6,2,1,4,19-50,58848,28.29,0,1554,570,1132,869,735,44
EDR  3 - Arrowhead              ,6,2,1.5,4,19-50,69228,22.19,616,1554,570,1132,869,735,293
EDR  4 - West Central           ,6,2,1,4,19-50,58248,28,0,1558,570,1094,874,726,32
EDR  4 - West Central           ,6,2,1.5,4,19-50,65808,21.09,428,1558,570,1094,874,726,234
EDR  4 - West Central           ,6,2,2,4,19-50,72540,17.44,856,1558,570,1094,874,726,367
EDR  5 - North Central          ,6,2,1,4,19-50,58452,28.1,0,1545,570,1014,996,701,45
EDR  5 - North Central          ,6,2,1.5,4,19-50,66336,21.26,453,1545,570,1014,996,701,249
EDR  5 - North Central          ,6,2,2,4,19-50,73512,17.67,907,1545,570,1014,996,701,393
EDR  6E- Southwest Central      ,6,2,2,4,19-50,73944,17.77,941,1558,570,1072,901,720,400
EDR  6E- Southwest Central      ,6,2,1,4,19-50,58260,28.01,0,1558,570,1072,901,720,34
EDR  6E- Southwest Central      ,6,2,1.5,4,19-50,66360,21.27,470,1558,570,1072,901,720,239
EDR  6W- Upper Minnesota Valley,6,2,2,4,19-50,69564,16.72,736,1593,570,1022,856,716,304
EDR  6W- Upper Minnesota Valley,6,2,1.5,4,19-50,64020,20.52,368,1593,570,1022,856,716,210
EDR  6W- Upper Minnesota Valley,6,2,1,4,19-50,57168,27.48,0,1593,570,1022,856,716,7
EDR  7E- East Central           ,6,2,1,4,19-50,71520,34.38,0,1537,591,1596,1084,858,294
EDR  7E- East Central           ,6,2,1.5,4,19-50,84192,26.98,746,1537,591,1596,1084,858,604
EDR  7E- East Central           ,6,2,2,4,19-50,96576,23.22,1492,1537,591,1596,1084,858,890
EDR  7W- Central                ,6,2,1.5,4,19-50,81432,26.1,779,1538,590,1569,918,851,541
EDR  7W- Central                ,6,2,2,4,19-50,94464,22.71,1558,1538,590,1569,918,851,848
EDR  7W- Central                ,6,2,1,4,19-50,68244,32.81,0,1538,590,1569,918,851,221
EDR  8 - Southwest              ,6,2,2,4,19-50,69240,16.64,794,1577,570,1017,803,710,299
EDR  8 - Southwest              ,6,2,1.5,4,19-50,63036,20.2,397,1577,570,1017,803,710,179
EDR  8 - Southwest              ,6,2,1,4,19-50,55740,26.8,0,1577,570,1017,803,710,-32
EDR  9 - South Central          ,6,2,1.5,4,19-50,67080,21.5,412,1561,570,1222,807,762,256
EDR  9 - South Central          ,6,2,2,4,19-50,73584,17.69,825,1561,570,1222,807,762,385
EDR  9 - South Central          ,6,2,1,4,19-50,59820,28.76,0,1561,570,1222,807,762,63
EDR 10 - Southeast              ,6,2,1,4,19-50,61332,29.49,0,1558,570,1247,873,768,95
EDR 10 - Southeast              ,6,2,2,4,19-50,81720,19.64,1236,1558,570,1247,873,768,558
EDR 10 - Southeast              ,6,2,1.5,4,19-50,71784,23.01,618,1558,570,1247,873,768,348
EDR 11 - 7 County Twin Cities   ,6,2,1,4,19-50,74544,35.84,0,1603,607,1894,822,958,328
EDR 11 - 7 County Twin Cities   ,6,2,2,4,19-50,117192,28.17,2528,1603,607,1894,822,958,1354
EDR 11 - 7 County Twin Cities   ,6,2,1.5,4,19-50,96036,30.78,1264,1603,607,1894,822,958,855
Faribault County                ,6,2,1,4,19-50,57818,27.8,0,1624,570,995,887,717,25
Faribault County                ,6,2,1.5,4,19-50,64564,20.69,361,1624,570,995,887,717,226
Faribault County                ,6,2,2,4,19-50,69923,16.81,722,1624,570,995,887,717,312
Fillmore County                 ,6,2,1.5,4,19-50,67196,21.54,422,1555,570,1047,1021,712,273
Fillmore County                 ,6,2,2,4,19-50,73759,17.73,844,1555,570,1047,1021,712,398
Fillmore County                 ,6,2,1,4,19-50,59776,28.74,0,1555,570,1047,1021,712,76
Freeborn County                 ,6,2,1,4,19-50,54810,26.35,0,1561,570,941,864,685,-54
Freeborn County                 ,6,2,1.5,4,19-50,62239,19.95,401,1561,570,941,864,685,165
Freeborn County                 ,6,2,2,4,19-50,68492,16.46,801,1561,570,941,864,685,286
Goodhue County                  ,6,2,1,4,19-50,61395,29.52,0,1553,570,1108,1044,728,113
Goodhue County                  ,6,2,2,4,19-50,84060,20.21,1388,1553,570,1108,1044,728,614
Goodhue County                  ,6,2,1.5,4,19-50,72798,23.33,694,1553,570,1108,1044,728,369
Grant County                    ,6,2,1,4,19-50,60495,29.08,0,1580,570,1082,991,729,89
Grant County                    ,6,2,2,4,19-50,74095,17.81,821,1580,570,1082,991,729,402
Grant County                    ,6,2,1.5,4,19-50,67729,21.71,410,1580,570,1082,991,729,282
Hennepin County                 ,6,2,2,4,19-50,119375,28.7,2658,1626,607,1894,797,964,1402
Hennepin County                 ,6,2,1,4,19-50,74593,35.86,0,1626,607,1894,797,964,328
Hennepin County                 ,6,2,1.5,4,19-50,97172,31.14,1329,1626,607,1894,797,964,881
Houston County                  ,6,2,1,4,19-50,62149,29.88,0,1560,570,1253,902,770,124
Houston County                  ,6,2,1.5,4,19-50,69679,22.33,447,1560,570,1253,902,770,305
Houston County                  ,6,2,2,4,19-50,76825,18.47,894,1560,570,1253,902,770,453
Hubbard County                  ,6,2,1,4,19-50,59459,28.59,0,1563,570,1012,1036,705,69
Hubbard County                  ,6,2,1.5,4,19-50,66631,21.36,398,1563,570,1012,1036,705,269
Hubbard County                  ,6,2,2,4,19-50,72620,17.46,795,1563,570,1012,1036,705,371
Isanti County                   ,6,2,1,4,19-50,77042,37.04,0,1531,607,1894,1066,938,384
Isanti County                   ,6,2,1.5,4,19-50,96679,30.99,1146,1531,607,1894,1066,938,875
Isanti County                   ,6,2,2,4,19-50,115894,27.86,2293,1531,607,1894,1066,938,1329
Itasca County                   ,6,2,1,4,19-50,58765,28.25,0,1552,570,1020,999,704,52
Itasca County                   ,6,2,2,4,19-50,75140,18.06,990,1552,570,1020,999,704,427
Itasca County                   ,6,2,1.5,4,19-50,67171,21.53,495,1552,570,1020,999,704,258
Jackson County                  ,6,2,1,4,19-50,53844,25.89,0,1594,570,941,767,694,-79
Jackson County                  ,6,2,1.5,4,19-50,61881,19.83,443,1594,570,941,767,694,148
Jackson County                  ,6,2,2,4,19-50,68965,16.58,885,1594,570,941,767,694,296
Kanabec County                  ,6,2,1.5,4,19-50,76909,24.65,734,1539,570,1142,1231,734,459
Kanabec County                  ,6,2,1,4,19-50,64916,31.21,0,1539,570,1142,1231,734,194
Kanabec County                  ,6,2,2,4,19-50,88781,21.34,1469,1539,570,1142,1231,734,713
Kandiyohi County                ,6,2,2,4,19-50,73494,17.67,979,1569,570,1098,789,730,390
Kandiyohi County                ,6,2,1,4,19-50,57065,27.44,0,1569,570,1098,789,730,-1
Kandiyohi County                ,6,2,1.5,4,19-50,65466,20.98,489,1569,570,1098,789,730,210
Kittson County                  ,6,2,1.5,4,19-50,62561,20.05,317,1577,570,946,924,691,188
Kittson County                  ,6,2,2,4,19-50,67213,16.16,634,1577,570,946,924,691,259
Kittson County                  ,6,2,1,4,19-50,56451,27.14,0,1577,570,946,924,691,-4
Koochiching County              ,6,2,1.5,4,19-50,61192,19.61,429,1555,570,979,744,694,128
Koochiching County              ,6,2,1,4,19-50,53417,25.68,0,1555,570,979,744,694,-91
Koochiching County              ,6,2,2,4,19-50,68122,16.38,858,1555,570,979,744,694,277
Lac qui Parle County            ,6,2,2,4,19-50,68383,16.44,734,1630,570,970,804,712,279
Lac qui Parle County            ,6,2,1,4,19-50,55897,26.87,0,1630,570,970,804,712,-28
Lac qui Parle County            ,6,2,1.5,4,19-50,62782,20.12,367,1630,570,970,804,712,179
Lake County                     ,6,2,1.5,4,19-50,65192,20.89,417,1564,570,1022,924,708,228
Lake County                     ,6,2,1,4,19-50,57760,27.77,0,1564,570,1022,924,708,25
Lake County                     ,6,2,2,4,19-50,71682,17.23,834,1564,570,1022,924,708,351
Lake of the Woods County        ,6,2,2,4,19-50,92055,22.13,2254,1548,570,966,857,688,788
Lake of the Woods County        ,6,2,1,4,19-50,55031,26.46,0,1548,570,966,857,688,-43
Lake of the Woods County        ,6,2,1.5,4,19-50,73906,23.69,1127,1548,570,966,857,688,403
Le Sueur County                 ,6,2,1,4,19-50,63235,30.4,0,1541,570,1339,887,788,145
Le Sueur County                 ,6,2,2,4,19-50,78257,18.81,915,1541,570,1339,887,788,481
Le Sueur County                 ,6,2,1.5,4,19-50,70977,22.75,457,1541,570,1339,887,788,333
Lincoln County                  ,6,2,2,4,19-50,71226,17.12,747,1596,570,977,999,704,343
Lincoln County                  ,6,2,1,4,19-50,58798,28.27,0,1596,570,977,999,704,54
Lincoln County                  ,6,2,1.5,4,19-50,65612,21.03,374,1596,570,977,999,704,248
Lyon County                     ,6,2,1,4,19-50,54532,26.22,0,1569,570,1039,722,714,-70
Lyon County                     ,6,2,2,4,19-50,68358,16.43,804,1569,570,1039,722,714,279
Lyon County                     ,6,2,1.5,4,19-50,61998,19.87,402,1569,570,1039,722,714,150
Mahnomen County                 ,6,2,1,4,19-50,54752,26.32,0,1558,570,941,864,684,-54
Mahnomen County                 ,6,2,2,4,19-50,87866,21.12,2004,1558,570,941,864,684,701
Mahnomen County                 ,6,2,1.5,4,19-50,71674,22.97,1002,1558,570,941,864,684,354
Marshall County                 ,6,2,2,4,19-50,71075,17.09,729,1585,570,1001,991,708,339
Marshall County                 ,6,2,1,4,19-50,58927,28.33,0,1585,570,1001,991,708,56
Marshall County                 ,6,2,1.5,4,19-50,65624,21.03,365,1585,570,1001,991,708,249
Martin County                   ,6,2,1,4,19-50,55105,26.49,0,1571,570,1022,767,710,-48
Martin County                   ,6,2,1.5,4,19-50,61728,19.78,352,1571,570,1022,767,710,152
Martin County                   ,6,2,2,4,19-50,67198,16.15,704,1571,570,1022,767,710,256
McLeod County                   ,6,2,1,4,19-50,59756,28.73,0,1537,570,1102,976,722,73
McLeod County                   ,6,2,1.5,4,19-50,67414,21.61,441,1537,570,1102,976,722,270
McLeod County                   ,6,2,2,4,19-50,74379,17.88,882,1537,570,1102,976,722,409
Meeker County                   ,6,2,1,4,19-50,58138,27.95,0,1545,570,997,999,696,38
Meeker County                   ,6,2,2,4,19-50,74734,17.96,1001,1545,570,997,999,696,420
Meeker County                   ,6,2,1.5,4,19-50,66659,21.37,500,1545,570,997,999,696,248
Mille Lacs County               ,6,2,2,4,19-50,84462,20.3,1188,1528,570,1381,962,796,613
Mille Lacs County               ,6,2,1,4,19-50,64908,31.21,0,1528,570,1381,962,796,172
Mille Lacs County               ,6,2,1.5,4,19-50,74855,23.99,594,1528,570,1381,962,796,407
Minnesota                       ,6,2,2,4,19-50,100728,24.21,1905,1581,593,1602,854,871,988
Minnesota                       ,6,2,1,4,19-50,68688,33.02,0,1581,593,1602,854,871,223
Minnesota                       ,6,2,1.5,4,19-50,84936,27.22,952,1581,593,1602,854,871,625
Morrison County                 ,6,2,2,4,19-50,74481,17.9,807,1542,570,1053,1111,711,413
Morrison County                 ,6,2,1,4,19-50,61213,29.43,0,1542,570,1053,1111,711,114
Morrison County                 ,6,2,1.5,4,19-50,68280,21.88,404,1542,570,1053,1111,711,299
Mower County                    ,6,2,1.5,4,19-50,66307,21.25,436,1561,570,1134,842,738,245
Mower County                    ,6,2,2,4,19-50,73107,17.57,872,1561,570,1134,842,738,375
Mower County                    ,6,2,1,4,19-50,58594,28.17,0,1561,570,1134,842,738,38
