region,geo_type,geo_id,sex,race,year,999
11,1,all_region,0,0,2011,2886444
11,1,all_region,0,0,2012,2918634
11,1,all_region,0,0,2013,2951251
11,1,all_region,0,0,2014,2982963
11,1,all_region,0,0,2015,3008433
11,1,all_region,0,0,2016,3038586
11,1,all_region,0,0,2017,3069548
11,1,all_region,0,0,2018,3099007
11,1,all_region,0,0,2019,3137317
11,1,all_region,0,0,2020,3169013
11,1,all_region,0,0,2021,3200626
11,1,all_region,0,0,2022,3232100
11,1,all_region,0,0,2023,3263388
11,1,all_region,0,0,2024,3294444
11,1,all_region,0,0,2025,3325234
11,1,all_region,0,0,2026,3355786
11,1,all_region,0,0,2027,3386007
11,1,all_region,0,0,2028,3415854
11,1,all_region,0,0,2029,3445280
11,1,all_region,0,0,2030,3474251
11,1,all_region,0,0,2031,3502738
11,1,all_region,0,0,2032,3530724
11,1,all_region,0,0,2033,3558193
11,1,all_region,0,0,2034,3585147
11,1,all_region,0,0,2035,3611587
11,1,all_region,0,0,2036,3637521
11,1,all_region,0,0,2037,3662961
11,1,all_region,0,0,2038,3687922
11,1,all_region,0,0,2039,3712420
11,1,all_region,0,0,2040,3736473
11,1,all_region,0,0,2041,3760103
11,1,all_region,0,0,2042,3783342
11,1,all_region,0,0,2043,3806217
11,1,all_region,0,0,2044,3828766
11,1,all_region,0,0,2045,3851034
11,1,all_region,0,0,2046,3873062
11,1,all_region,0,0,2047,3894875
11,1,all_region,0,0,2048,3916509
11,1,all_region,0,0,2049,3938003
11,1,all_region,0,0,2050,3959391
11,1,all_region,0,0,2051,3980695
11,1,all_region,0,0,2052,4001938
11,1,all_region,0,0,2053,4023133
11,1,all_region,0,0,2054,4044294
11,1,all_region,0,0,2055,4065421
11,1,all_region,0,0,2056,4086523
11,1,all_region,0,0,2057,4107594
11,1,all_region,0,0,2058,4128634
11,1,all_region,0,0,2059,4149630
11,1,all_region,0,0,2060,4170572
6E,2,all_subregion,0,0,2010,117839
6E,2,all_subregion,0,0,2011,117155
6E,2,all_subregion,0,0,2012,116624
6E,2,all_subregion,0,0,2013,116514
6E,2,all_subregion,0,0,2014,116326
6E,2,all_subregion,0,0,2015,116242
6E,2,all_subregion,0,0,2016,116059
6E,2,all_subregion,0,0,2017,116306
6E,2,all_subregion,0,0,2018,116481
6E,2,all_subregion,0,0,2019,115869
6E,2,all_subregion,0,0,2020,115639
6E,2,all_subregion,0,0,2021,115382
6E,2,all_subregion,0,0,2022,115099
6E,2,all_subregion,0,0,2023,114788
6E,2,all_subregion,0,0,2024,114447
6E,2,all_subregion,0,0,2025,114077
6E,2,all_subregion,0,0,2026,113676
6E,2,all_subregion,0,0,2027,113245
6E,2,all_subregion,0,0,2028,112781
6E,2,all_subregion,0,0,2029,112283
6E,2,all_subregion,0,0,2030,111752
6E,2,all_subregion,0,0,2031,111186
6E,2,all_subregion,0,0,2032,110587
6E,2,all_subregion,0,0,2033,109953
6E,2,all_subregion,0,0,2034,109287
6E,2,all_subregion,0,0,2035,108588
6E,2,all_subregion,0,0,2036,107859
6E,2,all_subregion,0,0,2037,107099
6E,2,all_subregion,0,0,2038,106309
6E,2,all_subregion,0,0,2039,105491
6E,2,all_subregion,0,0,2040,104648
6E,2,all_subregion,0,0,2041,103778
6E,2,all_subregion,0,0,2042,102884
6E,2,all_subregion,0,0,2043,101966
6E,2,all_subregion,0,0,2044,101029
6E,2,all_subregion,0,0,2045,100070
6E,2,all_subregion,0,0,2046,99093
6E,2,all_subregion,0,0,2047,98099
6E,2,all_subregion,0,0,2048,97089
6E,2,all_subregion,0,0,2049,96063
6E,2,all_subregion,0,0,2050,95023
6E,2,all_subregion,0,0,2051,93970
6E,2,all_subregion,0,0,2052,92904
6E,2,all_subregion,0,0,2053,91826
6E,2,all_subregion,0,0,2054,90737
6E,2,all_subregion,0,0,2055,89635
6E,2,all_subregion,0,0,2056,88521
6E,2,all_subregion,0,0,2057,87397
6E,2,all_subregion,0,0,2058,86260
6E,2,all_subregion,0,0,2059,85112
6E,2,all_subregion,0,0,2060,83952
6W,2,all_subregion,0,0,2010,45141
